Nom,Description,Photo,Quentin Chavanne,Unnamed: 1,Unnamed: 2
George Lachmann Mosse,"George L. Mosse (1918-1999) a été professeur à l&#39université de Madison et à celle de Jérusalem. D&#39abord spécialiste de la Réforme et de l&#39Angleterre au XVIe siècle, il va ensuite se consacrer à l&#39étude des convulsions du XXe siècle et particulièrement à la question du nazisme et de l&#39antisémitisme. Son ouvrage L&#39Image de l&#39homme l&#39invention de la virilité moderne (Pocket) a été traduit en français.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Gachon,,https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Johan Heilbron,"Johan Heilbron est chercheur au CNRS, rattaché au Centre de sociologie européenne (CSE) de Paris, et professeur associé à l&#39université d&#39Utrecht.

Remi Lenoir, professeur de sociologie à l&#39université de Paris I (Panthéon-Sorbonne) et directeur du Centre de sociologie européenne, a publié Généalogie de la morale familiale (Paris, Seuil, 2003).

Gisèle Sapiro est directrice de recherche au CNRS (Centre de sociologie européenne) et enseigne à l&#39École des hautes études en sciences sociales. Auteure de La Guerre des écrivains, 1940-1953 (Fayard, 1999), elle est spécialiste de sociologie de la littérature, de la traduction et des intellectuels. Gisèle a co-dirigé ou dirigé deux ouvrages collectifs : Pour une histoire des sciences sociales (Fayard, 2004) et Pierre Bourdieu, sociologue (Fayard, 2004), ainsi que des numéros de revues sur : « la traduction et la circulation internationale des idées » (Actes de la recherche en sciences sociales n°144 et 145, 2002), « Le réalisme socialiste en France » (Sociétés et représentations n°15, 2002), « L&#39organisation des professions intellectuelles » (Mouvement Social n°214, 2006), et « La vocation artistique » (Actes de la recherche en sciences sociales n°168, 2007). Gisèle Sapiro a par ailleurs dirigé un rapport de recherche sur « La traduction comme vecteur des échanges culturels internationaux ».

Pascale Pargamin est ingénieur d?études à l?Ecole des hautes études en sciences sociales et membre du Centre de sociologie européenne. Elle a collaboré à la revue Actes de la recherche en sciences sociales pendant une dizaine d?années.",,,,
Céline Anaya Gautier,"Céline Anaya Gautier est d&#39origine franco-péruvienne. Née en 1976, elle a été hôtesse de l&#39air et guide touristique au Pérou avant de se lancer dans la photographie. Titulaire de la dotation Kodak et de la bourse du talent 2004 dans la catégorie reportage, pour son premier sujet sur le syncrétisme religieux au Pérou, elle a obtenu de nombreuses récompenses et de nombreux soutiens pour son sujet Cœur de femmes (Bourse de la Fondation Marcel Bleustein-Blanchet pour la Vocation, bourse Défi jeunes du ministère de la Jeunesse et des Sports...).",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Géraldine Muhlmann,"Ne plus se contenter d&#39exprimer des opinions, mais se mettre à voir : tel était l&#39enjeu de cette révolution du journalisme qui marqua la seconde moitié du XIXe siècle. La grande presse d&#39information sacrait ainsi la figure du reporter.
Quel rôle le reporter se donne-t-il dans l&#39espace social ? Comment se situe-t-il par rapport à ceux qu&#39il observe, et ceux qui sont les destinataires de son regard, son public ? Comment se joue ce jeu à trois, orchestré par le journaliste ?
Pour répondre à ces questions, Géraldine Muhlmann nous fait voyager dans l&#39histoire du journalisme moderne, s&#39arrêtant sur des figures essentielles, quoique parfois méconnues : Séverine, qui couvrit le procès en révision de Dreyfus ; Nellie Bly, une jeune reporter qui se fit interner afin de mieux décrire la réalité des « asiles pour femmes » de la fin du XIXe aux ÉtatsUnis , Lincoln Steffens, ce muckraker (« fouille-merde ») qui voulait « scientifiser » le journalisme ; Seymour M. Hersh, qui « sortit » l&#39affaire du massacre de My Lai pendant la guerre du Vietnam ..., Albert Londres, George Orwell, Edward R. Murrow, et d&#39autres encore...",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Jean-François Chanet,,https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Gregoire Chamayou,"Grégoire Chamayou est agrégé de philosophie, chercheur au CNRS Cerphi ENS Lyon. Derniers livres parus : Théorie du drone (2013), Les chasses à l&#39homme (2010).",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Yves Cochet,"Pablo Servigne Ingénieur agronome et docteur en biologie. Spécialiste des questions d&#39effondrement, de transition, d&#39agroécologie, il a publié récemment L&#39Entraide (LLL, 2017). Raphaël Stevens Eco-conseiller, expert en résilience des systèmes socioécologiques, il est cofondateur du bureau de consultance Greenloop.",,,,
Max Weber,,https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Cristina de Robertis,"Depuis 35 ans, par une approche globale qui prend en compte les dimensions individuelle, familiale et de groupe, ce manuel demeure la référence pour la formation aux méthodes du travail social. Traduit en plusieurs langues, il représente une contribution fondamentale à la construction internationale du travail social. Cette nouvelle édition a été révisée et actualisée en tenant compte des évolutions récentes des problématiques et des terminologies.
Parce qu&#39une profession n&#39existe pas sans un ensemble de connaissances transmissibles et un cadre conceptuel général intégrant la diversité des approches et des modèles, ce livre contient les éléments de base indispensables pour le savoir-faire professionnel (processus historique de construction de la méthodologie, liens entre travail social et sciences sociales, concepts et élaboration de la méthodologie d&#39intervention et étapes du processus d&#39intervention), tout en contribuant à la construction d&#39une professionnalité créative et impliquée.
Les étudiants et praticiens du travail social (re)découvriront ici un véritable manuel de formation professionnelle, initialement destiné aux futurs assistants de service social, mais dont l&#39audience s&#39est depuis élargie à d&#39autres formations en travail social. Ils y trouveront un outil d&#39analyse et de réflexion proposant des repères pour une plus grande aisance pratique, et un cadre conceptuel général pour penser leur savoir-faire professionnel.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Emmanuel Dockès,"Emmanuel Dockès est professeur de droit du travail à l’université Paris Ouest Nanterre. Il réfléchit et écrit également au-delà du domaine juridique, et notamment sur les rapports de pouvoir en démocratie. Il collabore à plusieurs expérimentations misarchiques. Il a ainsi participé à l’exposition Lieux infinis à la Biennale d’architecture de Venise en 2018 sur le thème de friches, avec le collectif rennais de l’Hôtel Pasteur.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Alain Deneault,"Alain Deneault, docteur en philosophie de l&#39Université Paris-VIII, est notamment l&#39auteur de Noir Canada (Ecosociété, 2008), Offshore (Ecosociété/La Fabrique, 2010), Paradis sous terre (Ecosociété/Rue de l&#39Echiquier, 2012), ""Gouvernance"" (Lux, 2013) et Paradis fiscaux (Ecosociété, 2014).",https://m.media-amazon.com/images/I/31-KQPlCwKL._SY600_.jpg,,,
Zygmunt Bauman,"Zygmunt Bauman est né en Pologne en 1925. Il a enseigné la sociologie à l&#39université de Leeds, où il est professeur émérite. Sociologue de réputation mondiale il a publié de nombreux ouvrages, dont, dans la collection ""Pluriel"", Le coût humain de la mondialisation, La vie en miettes, L&#39amour liquide, La société assiégée.",https://m.media-amazon.com/images/I/61HXlwF3LuL._SY600_.jpg,,,
Fabien Hein,"Fabien Hein est sociologue à l&#39Université de Lorraine (2L2S / LIEC) et dirige actuellement l&#39Observatoire Hommes-Milieux "" Pays de Bitche "" (CNRS / INEE). Ancien bassiste, manager et roadie, il a enregistré plusieurs disques et effectué des centaines de concerts en Europe et aux Etats-unis. Critique musical, il a longuement collaboré avec plusieurs fanzines européens (Kérosène, Vincebus Eruptum, Desert-rock.) et écrit aujourd&#39hui dans Versus Magazine. Il a publié Rock & Religion. Dieu(x) et la musique du diable (Autour du Livre, 2006), Ma petite entreprise punk. Sociologie du système D (Kicking Books, 2011) et Do it yourself ! Autodétermination et culture punk (Le passager clandestin, 2012). Dom Blake est éditeur au passager clandestin.",,,,
Michel Clouscard,,https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Mahnaz Shirali,"En novembre 2019, en réaction à une révolte populaire, les dirigeants de la République islamique coupent la connexion Internet du pays. Ils massacrent à huis clos, en trois jours, au moins 1 500 manifestants pacifiques. Depuis 1979, l&#39Iran est devenu l&#39un des pays les plus fermés au monde, et son régime l&#39un des plus dictatoriaux. L&#39économie est exsangue, les désastres écologiques accablent la population, par ailleurs ravagée par la Covid-19. La plupart des journalistes iraniens sont en prison et les femmes qui résistent à la domination religieuse sont réprimées. Privés de leurs droits fondamentaux, et en l&#39absence de libertés politiques, les Iraniens ont pour seul espace d&#39expression les réseaux sociaux. Le contrôle d&#39Internet est ainsi devenu un enjeu majeur pour les responsables politiques, obligés de s&#39en réapproprier les codes pour diviser la société. La mobilisation virtuelle annoncerait-elle un soulèvement populaire ? Mahnaz Shirali a mené l&#39enquête au cœur de ces réseaux sociaux. À la lumière de l&#39histoire et de la culture iraniennes, son analyse des réactions et des comportements des internautes révèle un peuple iranien bien différent de celui habituellement représenté dans les médias, et dont les récits semblent être autant d&#39appels à l&#39aide. Arrivée en France en 1994, Mahnaz Shirali est docteure en sociologie et HDR en sciences politiques. Elle a notamment publié La jeunesse iranienne : une génération en crise (PUF, 2001), La malédiction du religieux. La défaite de la pensée démocratique en Iran (François Bourin, 2012) et The Mystery of Contemporary Iran (Transaction Publishers, 2014).",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Jacques Testart,"Biologiste, directeur de recherches honoraire à l&#39INSERM, auteur connu pour son analyse critique de la science et des technosciences, Jacques Testart s&#39appuie sur son expérience des conventions citoyennes jusqu&#39ici cantonnées aux questions soulevées par les nouvelles technologies.",,,,
Jeremy Locke,"C.C. Atman est un auteur français né en région parisienne qui a grandi auprès des forêts du Vexin durant la majeure partie de son enfance. C&#39est là qu&#39il a effectué, sans le savoir, ses premiers pas de découverte de la Nature et de toute la liberté et l&#39indépendance qu&#39elle peut procurer, en particulier pour qui sait l&#39approcher. Issu d&#39un milieu familial modeste et commun, il a suivi une scolarité traditionnelle, mais s&#39est néanmoins interrogé très tôt sur le sens de l&#39existence telle qu&#39elle lui était proposée, au point de rompre à plusieurs reprises avec la vie aisée dont il disposait. La naissance de ses deux enfants, la vie routinière dans laquelle il s&#39enlisait, et peut-être aussi la mort prématurée de sa mère après un long cancer alors qu&#39elle venait tout juste d&#39être retraitée, l&#39ont poussé instinctivement à opérer le plus grand des « sauts de foi » comme il aime les appeler. Il vendit sa voiture, sa maison, quitta sa profession de cadre ainsi que le confort et la sécurité acquis, et partit ainsi à la découverte du plus grand terrain de jeu qui puisse attendre un humain : la planète Terre. Accompagné seulement de son fils et de sa fille, alors âgés respectivement de dix et de huit ans, il se lança dans la quête ultime de renouer avec le plus haut état de bonheur qui puisse être vécu par un être humain. Ce long voyage guida ses pas à travers tous les continents et de nombreux pays. De l&#39Inde aux Amériques, en passant par l&#39Asie et l&#39Océanie, des déserts arides d&#39Australie aux jungles tropicales humides de Bornéo et ses dernières forêts primaires, des barrières de corail du Pacifique jusqu&#39aux plus hauts plateaux et montagnes des Andes et de l&#39Himalaya, chacun de ses pas l&#39a mené vers une multitude de rencontres et d&#39expériences uniques, mais aussi vers des enseignements millénaires venant de la Nature ou de l&#39Humanité. Il partage cette richesse immatérielle depuis 2015 en consacrant sa vie à l&#39écriture d&#39essais, d&#39enseignements et de romans inspirants.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Fillieule O.,"Olivier Fillieule, 28 ans. Politologue, rattaché au Centre d&#39Etude de la Vie Politique Française (CNRS). Il poursuit ses recherches sur les mobilisations des années quatre-vingt en France. Il est par ailleurs moniteur d&#39enseignement supérieur d l&#39Institut d&#39Etudes Politiques de Paris. Cécile Péchu, 24 ans. Politologue, rattachée au Centre de Recherches Administratives (CNRS). Ses recherches portent actuellement sur l&#39action collective en faveur du droit au logement. Elle a par ailleurs travaillé sur le Front national et le sida comme enjeu politique.",,,,
Jean Guitton,"Agrégé de philosophie, Jean Guitton est professeur de lycée puis à la faculté, il obtient le Grand Prix de littérature de l&#39Académie française en 1954. Son oeuvre, abondante, compte surtout des études et des essais philosophiques qui l&#39imposent comme l&#39un des plus grands penseurs catholiques de la fin du XXème siècle. Il est élu à l&#39Académie française en 1961, puis à l&#39Académie des sciences morales et politiques en 1987, il est également commandeur de la Légion d&#39honneur.",,,,
Felwine Sarr,Repenser notre présence au monde est le défi de notre époque. Cet essai de politique relationnelle invite à renouveler les imaginaires de la relation que nous établissons avec nos semblables et le vivant. L&#39auteur y appelle à une réinvention du politique et du langage afin d&#39habiter l&#39infini du monde.,,,,
Djamila Ribeiro,"Djamila Ribeiro, chercheuse en philosophie politique, est la référence du mouvement féministe noir, antiraciste, pro-LGBT et antimachiste au Brésil. Chroniqueuse pour la presse et la TV, elle donne des conférences dans le monde entier. Avec un demi-million de suiveurs sur les réseaux sociaux, c&#39est une activiste de poids. Préface de Françoise Vergès, militante féministe décoloniale et politologue.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Olivier Abel,"Quel rapport entre les crimes abjects des djihadistes, le danger que représentent à certains égards les « réseaux sociaux » pour la démocratie et la civilité, la question de la liberté d’expression et du blasphème, le durcissement quasi-guerrier de la laïcité, les gilets jaunes, les majorités dangereuses qui ont porté Trump ou Erdogan au pouvoir, et qui poussent à nos portes ? Nous ne comprenons pas ce qui nous arrive, ces colères qui montent en miroir sans plus rien chercher à comprendre, nous ne savons et sentons plus ce que nous faisons. Je voudrais proposer ici une hypothèse. Nous avons globalement fait fausse route. Nous nous sommes enfoncés dans le déni de l’humiliation, de son importance, de sa gravité, de son existence même.

L’humiliation est partout dans nos sociétés, et nous ne la voyons pas. C’est qu’elle est difficile à mesurer, et semble subjective : ce qui humiliera l’un laissera l’autre indifférent. Elle est même souvent instrumentalisée par le machiavélisme politique, ou pire, le fanatisme religieux, quand elle n’est pas tout simplement une technique managériale. Et cela, d’autant plus que nous nous sommes enfoncés dans le déni de l’humiliation, de sa gravité, de son existence même. Nos sociétés sont sensibles aux violences et aux inégalités, mais insensibles à l’humiliation qui les empoisonne, et il nous faudrait enquêter sur les racines de cette insensibilité. Et pourtant l’humiliation est là : si les violences s’attaquent au corps de l’autre, l’humiliation s’attaque à son visage. L’humiliation fait taire le sujet parlant, elle lui fait honte de son expression, de ses croyances et de ses goûts, elle ruine sa confiance en soi, elle dévaste pour longtemps les circuits de la reconnaissance, et laisse derrière elle une parole dérisoire ou fanatique. Elle peut également atteindre des minorités langagières, sexuelles, raciales, religieuses, sociales, etc. Il arrive même qu’une majorité soit humiliée par une minorité dominante, et devienne une majorité « dangereuse ». L’humiliation du Traité de Versailles prépare la venue de Hitler au pouvoir. Beaucoup de nos sociétés jadis démocratiques sont rongées par ces manipulations de la peur et ces politiques du ressentiment, qu’attisent les « réseaux sociaux » et les médias où s’affichent librement les haines et les mépris. La barbarie pousse à nouveau aux portes de notre Histoire. C’est pourquoi il est urgent d’imaginer ce que serait une société dont les institutions (police, préfectures, administrations, prisons, hôpitaux, écoles, etc.) seraient exemplairement non-humiliantes. Dans l’état actuel de nos économies, il faudra un énorme effort pour obtenir une société plus juste, mais pourquoi ne pas essayer de mettre en œuvre une société moins humiliante ? C’est possible et urgent, faisons-le.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Pascal de Sutter,Pascal de Sutter est professeur de psychologie et chercheur à l&#39université de Louvain-la-Neuve. Il est également expert auprès de l&#39OTAN pour les questions de psychologie politique.,https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Jean-Claude Kaufmann,"L’auteur plonge dans l’histoire des derniers siècles pour démontrer comment tout cela a commencé, comment le piège terrible s’est formé. Il souligne notamment la contradiction grandissante entre République et démocratie, devenue aujourd’hui explosive. Et de quelle manière les instruments de régulation censés nous sauver (le modèle de l’homo economicus ou le langage numérique) se sont transformés en remèdes pires que le mal.
Depuis quelques années, des observateurs et lanceurs d’alerte pointent les nuages noirs à l’horizon. Sur la catastrophe climatique à venir. Sur les dérives écœurantes de l’économie financiarisée. Sur la montée des populismes, des nationalismes et des enfermements communautaires. Sur l’emprise grandissante des GAFA manipulant nos données personnelles. Mais ces divers problèmes apparaissent séparés les uns des autres, leur genèse reste inexpliquée, surtout dans son mouvement d’ensemble. Dans cet essai informé et solidement argumenté, Jean-Claude Kaufmann relie ces éléments à première vue disparates et dresse un tableau impressionnant de ce qui nous entraîne vers l’abîme. Catastrophisme exagéré ? Lisez sa démonstration, et vous verrez peut-être que nous nous refusons à regarder la situation en face. Car il explique aussi pourquoi nous dénions les dangers qui nous guettent ; nous sommes illusionnés par une exubérance démocratique qui n’est en fait que chant du cygne…",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
BADIE,"Professeur des universités à Sciences Po Paris, Bertrand Badie s&#39est imposé comme l&#39un des meilleurs experts en relations internationales. Il est l&#39auteur d&#39une trentaine d&#39ouvrages qui font référence, dont La Diplomatie de connivence, L&#39Impuissance de la puissance et Le Temps des humiliés. Il codirige L&#39État du monde depuis douze ans.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Pierre-André Taguieff,"Philosophe, politiste et historien des idées, Pierre-André Taguieff est directeur de recherche au CNRS. Il est l&#39auteur de plus d&#39une quarantaine d&#39ouvrages, dont, à l&#39Observatoire, Macron : miracle ou mirage ? et, dans la collection ""Et après ? "", La Pandémie par-delà les peurs : réinventer l&#39Etat-nation ?",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Alexis de Tocqueville,"«J&#39avoue que dans l&#39Amérique j&#39ai vu plus que l&#39Amérique ; j&#39y ai cherché une image de la démocratie elle-même, de ses penchants, de son caractère, de ses préjugés, de ses passions». La gloire de Tocqueville n&#39est pas seulement celle d&#39un analyste politique exceptionnel ; c&#39est aussi, depuis la récente redécouverte de son oeuvre, celle d&#39un philosophe politique qui serait en même temps un classique de la sociologie, et qui pourrait aider à comprendre les problèmes qui se posent constamment dans les démocraties modernes. L&#39égalité des conditions, l&#39individualisme, le despotisme démocratique, les relations entre maîtres et serviteurs, l&#39esprit de liberté et l&#39esprit de religion, autant de notions qui dessinent aujourd&#39hui encore les contours d&#39une philosophie de la démocratie.",,,,
Ryszard Legutko,Philosophe.,https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Confucius,,,,,
Pierre-Antoine Plaquevent,"Une enquête sur les rouages et la philosophie politique de l&#39entreprise de décomposition des nations que réalise George Soros. Elle dévoile sa méthode, notamment basée sur son ensemble de fondations, l&#39Open Society Foundations, ses réseaux, ses militants et ses moyens financiers. Pour l’auteur, ce projet prend racine dans les courants les plus puissants de la subversion politique contemporaine. --- Electre

L’étude menée par Pierre-Antoine Plaquevent dépasse la seule exposition des menées subversives de George Soros et de ses réseaux. Par l’exploration philosophique et historique des racines profondes du projet globaliste, son livre pose les fondations d’une pensée paléo-conservatrice française contemporaine. --- Xavier Moreau (Géopoliticien, écrivain)

« Le livre de Pierre-Antoine Plaquevent présente une synthèse des origines intellectuelles du « phénomène Soros », des instruments qui lui ont permis d&#39accumuler des ressources financières astronomiques et d&#39étendre ses tentacules à l&#39échelle mondiale. » ---- Iurie Rosca (Ancien Vice-premier ministre moldave, journaliste, auteur, éditeur)",https://m.media-amazon.com/images/I/711TPO3zPZL._SY600_.jpg,,,
Amartya Sen,"La notion de démocratie est si bien enracinée dans la culture européenne et nord-américaine, qu&#39elle est généralement considérée comme un concept purement occidental ; ainsi, la démocratie serait une valeur que l&#39Occident aurait pour mission de faire prévaloir et d&#39introduire dans des pays qui en auraient été jusque-là privés. Mais des difficultés inattendues, d&#39ordre militaire et politique, rencontrées par la coalition menée par les États-Unis durant la deuxième après-guerre irakienne, ont soulevé une vague de scepticisme sur les possibilités de faire adopter dans le pays, dans des délais relativement courts, un gouvernement démocratique. L&#39originalité de la pensée d&#39 Amartya Sen, économiste et humaniste, est de démontrer la complexité du problème de la démocratie.",https://m.media-amazon.com/images/S/amzn-author-media-prod/itpn9smc131ql0tf7a31ettnhs._SY600_.jpg,,,
Sylvie Laurent,"Sylvie Laurent est américaniste. Chercheur associée à Harvard et Stanford, elle enseigne à Sciences Po. Elle a notamment publié, au Seuil, Homérique Amérique (2008) et Martin Luther King (2015 ; rééd. Points, 2016).",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
François Burgat,"François Burgat, politologue, est directeur de recherches au CNRS (IREMAM, Aix-en-Provence), a été directeur de l&#39Ifpo de mai 2008 à avril 2013. Il est notamment l&#39auteur de L&#39Islamisme au Maghreb : la voix du Sud (Karthala, 1988 ; Payot, 1995, 2008), de L&#39Islamisme en face (La Découverte, 1995, 2002, 2007) et de L&#39Islamisme à l&#39heure d&#39Al-Qaida (La Découverte, Paris, 2005, 2010).",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Jacques Ellul,"Dans la société occidentale, le verbalisme politique exprime une double illusion, en même temps qu&#39il lui donne naissance. Nous assistons au développement de l&#39illusion de l&#39homme politique qui croit maîtriser la machine de l&#39État, qui croit prendre des décisions politiques toujours efficaces, alors qu&#39il se trouve de plus en plus impuissant en face de la rigueur croissante des appareils étatiques. Or, cette impuissance de l&#39homme politique est voilée précisément par la puissance et l&#39efficacité des moyens d&#39action de l&#39État qui interviennent toujours plus profondément et exactement dans la vie de la nation, et dans celle des citoyens. Mais l&#39homme politique, fût-il dictateur, n&#39a finalement aucune maîtrise de ces moyens. Réciproquement, paraît l&#39illusion du citoyen, qui, vivant encore sur l&#39idéologie de la souveraineté populaire et des constitutions démocratiques, croit pouvoir contrôler la politique, l&#39orienter, participer à la fonction politique, alors que tout au plus il peut contrôler des hommes politiques sans pouvoir réel - et s&#39engage, sur cette double illusion, un dialogue d&#39impuissants. Dans cette difficile situation, n&#39y a-t-il aucun remède ? S&#39il en existait un, il serait, en tout cas, à la fois humble et héroïque.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Alain Desrosières,"Alain Desrosières (1940-2013), a été administrateur de l&#39INSEE et membre du département Recherche de cet institut, participe au Groupe de sociologie politique et morale (École des hautes études en sciences sociales et CNRS). Il a été au cœur des travaux d&#39élaboration de la nouvelle nomenclature des catégories socioprofessionnelles. Il est l&#39auteur d&#39un ouvrage de référence jamais dépassé : La politique des grands nombres. Histoire de la raison statistique (La Découverte, 1993, poche 2000 et 2010). Emmanuel Didier est chargé de recherche au CNRS (rattaché au Groupe de sociologie politique et morale /EHESS). Il est l&#39auteur de En quoi consiste l’Amérique ? Les statistiques, le New Deal et la démocratie (La Découverte, 2009) et le co-auteur de Benchmarking. L&#39État sous pression statistique (Zones 2013) et de Statactivisme. Comment lutter avec des nombres (Zones, 2014).",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Dominique Girardot,"Professeur de philosophie en lycée, Dominique Girardot a publié deux articles remarqués dans la Revue du MAUSS : „ Devons-nous mériter notre salaire ? (2007), et Les Apories du mérite (2008).",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Paul Bacot,Paul Bacot est professeur des universités émérite en science politique à Sciences Po Lyon et au laboratoire Triangle.,,,,
Murray Bookchin,"Murray Bookchin (1921–2006) est connu pour ses travaux sur l’écologie sociale et son modèle d’organisation politique démocratique, le municipalisme libertaire. D’abord ouvrier, cet autodidacte a enseigné la sociologie au Ramapo College (New Jersey).",,,,
Mohamed Sifaoui,"Journaliste spécialiste de l&#39islam politique et du terrorisme, directeur de la publication de la chaîne islamoscope.tv, Mohamed Sifaoui est notamment l&#39auteur de La France malade de l&#39islamisme (2002), Combattre le terrorisme islamiste (2007) et Tagiyya ! (2019).",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Pierre Manent,"La cité est la source première du développement occidental. Avant cette invention, les hommes vivaient selon l&#39ordre relativement immobile des familles. Avec la cité, l&#39humanité s&#39engage dans ce nouvel élément qu&#39est le politique entendu comme gouvernement de la chose commune, et l&#39histoire de l&#39Occident devient alors celle de ses quatre grandes formes politiques : la cité donc, puis l&#39empire, l&#39Église et la nation, chaque nouvelle forme résultant de la précédente qui, parvenant au bout de ses possibilités, suscite la suivante. Pendant une grande partie de son histoire, l&#39Occident restera incertain de sa forme politique, hésitant entre la cité, l&#39empire et l&#39Église, jusqu&#39à ce que soit élaborée la forme politique qui permettra aux Européens de se gouverner enfin de manière rationnelle : la nation. Cependant cette forme à son tour s&#39est détruite elle-même dans les guerres «hyperboliques» du XXe siècle, et nous sommes aujourd&#39hui à la recherche d&#39une nouvelle forme politique. Cette étude s&#39efforce de retracer l&#39histoire politique, mais aussi intellectuelle et religieuse de l&#39Occident en la rattachant sans cesse à la question politique centrale : comment nous gouverner nous-mêmes ?",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Comité invisible,,,,,
Jean-Paul Devos,"Né à Toulon en 1949, Jean-Paul Devos est un spécialiste en aéro- et hydroacoustique, ainsi qu&#39en thermodynamique. Il a passé les 20 dernières années de sa carrière au sein de la division Recherche & Développement d&#39EDF, sur des problématiques liées à la sûreté des centrales nucléaires. Il s&#39interroge sur le fonctionnement du système économique actuel et sur le lien entre thermodynamique et économie.",,,,
Laetitia Strauch-Bonart,Laetitia Strauch-Bonart a été chercheuse dans un think tank français. Elle vit à Londres où elle prépare un PhD en histoire sur les penseurs conservateurs et les questions morales après 1945. Elle collabore aussi au magazine Le Point. Vous avez dit conservateur est son premier essai.,https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Daniel Lindenberg,"Daniel Lindenberg est historien des idées, professeur de sciences politiques à l&#39université Paris VIII. Il a notamment publié Les Années souterraines, 1937-1947 (La Découverte, 1990), Destins marranes (Hachette, 2005) et Le Procès des Lumières (Seuil, 2009).",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Belinda Cannone,"Belinda Cannone est romancière et essayiste. Elle a publié sept romans (le dernier, Nu intérieur aux éditions de L’Olivier, 2015), ainsi que plusieurs essais dont L’Ecriture du désir (MAISON, Prix de l’essai de l’Académie française 2001), Le Sentiment d’imposture (MAISON, Grand Prix de l’essai de la Société des Gens de Lettres 2005), La Tentation de Pénélope (Stock, 2010), S’émerveiller (Stock, 2017) et Le nouveau nom de l’amour (Stock, 2020).",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Offerle,"Michel Offerlé, enseigne la sociohistoire et la sociologie politique à l&#39ENS de Paris. Il est membre du Centre Maurice-Halbwachs (ETT) rattaché à l&#39ENS et à l&#39EHESS Il s&#39est intéressé dans une perspective socio-historique et sociologique à l&#39apprentissage du suffrage universel aux organisations et mouvements politiques ; il a contribué à rénover la compréhension de l&#39émergence, des formes d&#39agrégation et des modes de fonctionnement de ces organisations et mouvements.",,,,
